Name,Position Title,Agency Name,Agency Website,Nomination Date,Renomination,Confirmation Vote,Confirmed,Holdover
"Brewer, David Vintson","Member, Board of Directors",State Justice Institute,SJI (http://www.sji.gov),03-02-11,,08-02-11,1,FALSE
"Aponte, Mari Carmen",Ambassador to the Republic of El Salvador,Department of State,DOS (http://www.state.gov),02/17/2011,,06/14/2012,1,FALSE
"Countryman, Thomas",Assistant Secretary for International Security and Non-Proliferation,Department of State,DOS (http://www.state.gov),02/17/2011,,09/26/2011,1,FALSE
"Wedner, Anne Terman",Member,United States Advisory Commission on Public Diplomacy,UACPD (http://www.state.gov/pdcommission/index.htm),02/17/2011,,10/21/2011,1,FALSE
"Hybl, William Joseph",Member,United States Advisory Commission on Public Diplomacy,UACPD (http://www.state.gov/pdcommission/index.htm),02/17/2011,,05/26/2011,1,FALSE
"Hirschhorn, Eric Leonard",Under Secretary for Export Administration,Department of Commerce,DOC (http://www.commerce.gov),01/26/2011,,10/31/2011,1,FALSE
"Lancaster, John Arthur","Member, Board of Directors",United States Institute of Peace,USIP (http://www.usip.org),01/26/2011,1,05/26/2011,1,FALSE
"Ansley, Judith Anne","Member, Board of Directors",United States Institute of Peace,USIP (http://www.usip.org),01/26/2011,,05/26/2011,1,FALSE
"Punke, Michael Ward",Deputy United States Trade Representative,Office of the United States Trade Representative,EOP-USTR (http://www.ustr.gov),01/26/2011,,10/21/2011,1,FALSE
"Ford, Robert Stephen",Ambassador to the Syrian Arab Republic,Department of State,DOS (http://www.state.gov),01/26/2011,,10-03-11,1,FALSE
"Verrilli, Jr., Donald Beaton",Solicitor General of the United States,Department of Justice,DOJ (http://www.usdoj.gov),01/26/2011,,06-06-11,1,FALSE
"Dye, Rebecca Feemster",Commissioner,Federal Maritime Commission,FMC (http://www.fmc.gov),01/26/2011,,04/14/2011,1,FALSE
"Kennedy, Matthew Maxwell Taylor","Member, Board of Directors",Overseas Private Investment Corporation,OPIC (http://www.opic.gov),01/26/2011,,10/21/2011,1,FALSE
"Vasquez, Juan Flores",Judge,United States Tax Court,USTC (http://www.ustaxcourt.gov),01/26/2011,,09/26/2011,1,FALSE
"O'Sullivan, Stephanie Lynn",Principal Deputy Director,Office of the Director of National Intelligence,DNI (http://www.dni.gov),01-05-11,1,02/17/2011,1,FALSE
"Lerner, Carolyn Nancy",Special Counsel,Office of the Special Counsel,OSC (http://www.osc.gov),01-05-11,1,04/14/2011,1,FALSE
"Ashe, Daniel M.",Director of the United States Fish and Wildlife Service,Department of the Interior,DOI (http://www.doi.gov),01-05-11,1,06/30/2011,1,FALSE
"Postel, Eric Geoffrey","Assistant Administrator, Bureau for Economic Growth, Agriculture and Trade",United States Agency for International Development,USAID (http://www.usaid.gov),01-05-11,1,03-03-11,1,FALSE
"O'Donnell, Denise Ellen",Director of the Bureau of Justice Assistance,Department of Justice,DOJ (http://www.usdoj.gov),01-05-11,1,05/26/2011,1,FALSE
"Begeman, Ann Dawn",Member,Surface Transportation Board,STB (http://www.stb.dot.gov/stb/index.html),01-05-11,1,04/14/2011,1,FALSE
"Gulland, Frances Mary Dorothea",Member,Marine Mammal Commission,MMC (http://www.mmc.gov),01-05-11,,04/14/2011,1,FALSE
"Dworkin, Aaron Paul",Member,National Council on the Arts,NCA (http://www.nea.gov/about/NCA/About_NCA.html),01-05-11,1,08-02-11,1,FALSE
"Weinberg, Martha Wagner",Member,National Council on the Humanities,NCH (http://www.neh.gov/whoweare/council.html),01-05-11,,05/26/2011,1,FALSE
"Beveridge, Albert",Member,National Council on the Humanities,NCH (http://www.neh.gov/whoweare/council.html),01-05-11,,05/26/2011,1,FALSE
"Carroll, Constance M.",Member,National Council on the Humanities,NCH (http://www.neh.gov/whoweare/council.html),01-05-11,1,05/26/2011,1,FALSE
"Duffy, Paula Barker",Member,National Council on the Humanities,NCH (http://www.neh.gov/whoweare/council.html),01-05-11,,05/26/2011,1,FALSE
"Davidson, Cathy Notari",Member,National Council on the Humanities,NCH (http://www.neh.gov/whoweare/council.html),01-05-11,,05/26/2011,1,FALSE
"Droegemeier, Kelvin K.",Member,National Science Board,NSF-NSB (http://www.nsf.gov/nsb),01-05-11,,04/14/2011,1,FALSE
"Lewis, Terry","Member, Board of Directors",Overseas Private Investment Corporation,OPIC (http://www.opic.gov),01-05-11,,10/21/2011,1,FALSE
"Torrey, James A.","Member, Board of Directors",Overseas Private Investment Corporation,OPIC (http://www.opic.gov),01-05-11,,10/21/2011,1,FALSE
"Dempsey, James X.",Member,Privacy and Civil Liberties Oversight Board,PCLOB (https://www.federalregister.gov/agencies/privacy-and-civil-liberties-oversight-board),01-05-11,,08-02-12,1,FALSE
"Foley, Maurice Brian",Judge,United States Tax Court,USTC (http://www.ustaxcourt.gov),01-05-11,1,09/26/2011,1,FALSE
"Hildreth, Susan Hodge",Director,Institute of Museum and Library Services,IMLS (http://www.imls.gov),09/29/2010,,12/22/2010,1,FALSE
"Framer, Isabel","Member, Board of Directors",State Justice Institute,SJI (http://www.sji.gov),09/29/2010,,12/22/2010,1,FALSE
"Brownfield, William R.",Assistant Secretary for International Narcotics and Law Enforcement Affairs,Department of State,DOS (http://www.state.gov),09/23/2010,,12/22/2010,1,FALSE
"Dodaro, Eugene Louis",Comptroller General of the United States,Government Accountability Office,GAO (http://www.gao.gov),09/23/2010,,12/22/2010,1,FALSE
"Angel, Sam Epstein",Commissioner,Mississippi River Commission,MRC (http://www.mvd.usace.army.mil/mrc),09/13/2010,,12/22/2010,1,FALSE
"Blakely, Allison",Member,National Council on the Humanities,NCH (http://www.neh.gov/whoweare/council.html),08-05-10,,12/22/2010,1,FALSE
"Rogers, Chase T.","Member, Board of Directors",State Justice Institute,SJI (http://www.sji.gov),08-05-10,,12/22/2010,1,FALSE
"Martinez, Wilfredo","Member, Board of Directors",State Justice Institute,SJI (http://www.sji.gov),08-05-10,,12/22/2010,1,FALSE
"Reiskin, Julie Anne","Member, Board of Directors",Legal Services Corporation,LSC (http://www.lsc.gov),07/27/2010,,09/29/2010,1,FALSE
"Korrell, Harry James Franklyn","Member, Board of Directors",Legal Services Corporation,LSC (http://www.lsc.gov),06/28/2010,,09/29/2010,1,FALSE
"Harrington, Anne Margaret",Deputy Administrator for Defense Nuclear Nonproliferation,Department of Energy,DOEn (http://www.energy.gov),06/14/2010,,09/29/2010,1,FALSE
"Weener, Earl Floyd",Member,National Transportation Safety Board,NTSB (http://www.ntsb.gov),06/14/2010,1,06/22/2010,1,FALSE
"Clapper, James Robert",Director,Office of the Director of National Intelligence,DNI (http://www.dni.gov),06-07-10,,08-05-10,1,FALSE
"Yellen, Janet Louise","Governor, Board of Governors",Federal Reserve System,FED (http://www.federalreserve.gov),04/29/2010,,09/29/2010,1,FALSE
"Masingill, Christopher Allan",Federal Co-Chair,Delta Regional Authority,DRA (http://www.dra.gov),04/26/2010,,06/23/2010,1,FALSE
"Woteki, Catherine E.","Under Secretary for Research, Education and Economics",Department of Agriculture,USDA (http://www.usda.gov),04/26/2010,,09/16/2010,1,FALSE
"Minow, Mary Rose",Member,National Museum and Library Services Board,NMLSB (http://www.imls.gov/about/board.shtm),04/26/2010,,09/29/2010,1,FALSE
"Woodson, Jonathan",Assistant Secretary of Defense for Health Affairs,Department of Defense,DOD (http://www.defense.gov),04/22/2010,,12/22/2010,1,FALSE
"Ireland, Susan Leslie",Assistant Secretary for Intelligence and Analysis,Department of the Treasury,TREAS (http://www.treasury.gov),04-12-10,,06/30/2010,1,FALSE
"Orr, Robert Mulford","United States Director, with the rank of Ambassador",Asian Development Bank,AsDB (http://www.adb.org),03/24/2010,,09/16/2010,1,FALSE
"Pijeaux, Lawrence Joseph",Member,National Museum and Library Services Board,NMLSB (http://www.imls.gov/about/board.shtm),03-09-10,,06/22/2010,1,FALSE
"Ayers, Stephen Thomas",Architect of the Capitol,Architect of the Capitol,AOC (http://www.aoc.gov),02/24/2010,,05-12-10,1,FALSE
"Junkins, Lowell Lee","Member, Board of Directors (Designated Chair)",Federal Agricultural Mortgage Corporation,FAMC (http://www.farmermac.com),02-11-10,,09/16/2010,1,FALSE
"Faivre-Davis, Sara Louise","Member, Board of Directors",Federal Agricultural Mortgage Corporation,FAMC (http://www.farmermac.com),02-11-10,,09/16/2010,1,FALSE
"Watts, Myles J.","Member, Board of Directors",Federal Agricultural Mortgage Corporation,FAMC (http://www.farmermac.com),02-11-10,,09/16/2010,1,FALSE
"Pollack, Lana Beth",Commissioner,"International Joint Commission, US and Canada",IJC (http://www.ijc.org),02-01-10,,06/22/2010,1,FALSE
"Smoot, Jerrolyn Patricia Wilson",Member (Designated Chair 5/29/2015),United States Parole Commission,USPC (http://www.justice.gov/uspc),02-01-10,,09/16/2010,1,FALSE
"Hammack, Katherine Grace Dellett",Assistant Secretary of the Army for Installations and Environment,Department of the Army,DOD-AR (http://www.army.mil),01/20/2010,,06/22/2010,1,FALSE
"Walsh, Dennis Paul","Chairman, Special Panel on Appeals",Merit Systems Protection Board,MSPB (http://www.mspb.gov),01/20/2010,,06/22/2010,1,FALSE
"Moreland, Jeffrey Randolph",Director,AMTRAK Board of Directors,AMTRAK (http://www.amtrak.com/servlet/ContentServer?c=Page&pagename=am%2FLayout&cid=1241245669142),01/20/2010,,06/22/2010,1,FALSE
"Tillman, Michael F.",Member,Marine Mammal Commission,MMC (http://www.mmc.gov),01/20/2010,,06/22/2010,1,FALSE
"Boness, Daryl J.",Member (Designated Chair),Marine Mammal Commission,MMC (http://www.mmc.gov),01/20/2010,,06/22/2010,1,FALSE
"Coppola, John F.",Member,National Museum and Library Services Board,NMLSB (http://www.imls.gov/about/board.shtm),01/20/2010,,06/22/2010,1,FALSE
"Tabb, Dorvell Winston",Member,National Museum and Library Services Board,NMLSB (http://www.imls.gov/about/board.shtm),01/20/2010,,06/22/2010,1,FALSE
"Wedgeworth, Robert",Member,National Museum and Library Services Board,NMLSB (http://www.imls.gov/about/board.shtm),01/20/2010,,06/22/2010,1,FALSE
"Hayden, Carla Diane",Member,National Museum and Library Services Board,NMLSB (http://www.imls.gov/about/board.shtm),01/20/2010,,06/22/2010,1,FALSE
"Rabiteau, Marsha Jean","Member, Board of Directors",State Justice Institute,SJI (http://www.sji.gov),01/20/2010,,06/22/2010,1,FALSE
"Vera, Hernan","Member, Board of Directors",State Justice Institute,SJI (http://www.sji.gov),01/20/2010,,06/22/2010,1,FALSE
"Nachtigal, Gayle Ann","Member, Board of Directors",State Justice Institute,SJI (http://www.sji.gov),12/23/2009,,06/22/2010,1,FALSE
"Nalbandian, John B.","Member, Board of Directors",State Justice Institute,SJI (http://www.sji.gov),12/23/2009,,06/22/2010,1,FALSE
"Wolf, Kevin Joe",Assistant Secretary for Export Administration,Department of Commerce,DOC (http://www.commerce.gov),12/21/2009,,02-11-10,1,FALSE
"Tozer, Theodore William",President,Government National Mortgage Association,,12/21/2009,,02-11-10,1,FALSE
"Goldwater-Clay, Margaret","Member, Board of Trustees",Barry Goldwater Scholarship and Excellence in Education Foundation,BGSE (http://www.act.org/goldwater/),12/17/2009,,03/19/2010,1,FALSE
"Hoffman, Patricia Ann",Assistant Secretary for Electricity Delivery and Energy Reliability,Department of Energy,DOEn (http://www.energy.gov),12-09-09,,06/22/2010,1,FALSE
"Mills, David Walden",Assistant Secretary for Export Enforcement,Department of Commerce,DOC (http://www.commerce.gov),12-02-09,,02-11-10,1,FALSE
"Nakamura, Patrick K.",Member (Designated Acting Chairman 8/31/14),Federal Mine Safety and Health Review Commission,FMSH (http://www.fmshrc.gov),11/30/2009,,03/19/2010,1,FALSE
"Oostburg Sanz, Paul Luis",General Counsel of the Navy,Department of the Navy,DOD-NV (http://www.navy.mil),11/20/2009,,03-04-10,1,FALSE
"Littlefield, Elizabeth Lascelles",President of the Overseas Private Investment Corporation,Overseas Private Investment Corporation,OPIC (http://www.opic.gov),11/20/2009,,06/22/2010,1,FALSE
"Elkins, Jr., Arthur Allen",Inspector General,Environmental Protection Agency,EPA (http://www.epa.gov),11/18/2009,,06/22/2010,1,FALSE
"Gohl, Jr., Earl Forrest",Federal Co-Chair,Appalachian Regional Commission,ApRC (http://www.arc.gov),11/17/2009,,03-10-10,1,FALSE
"Ramirez, Edith",Commissioner (Designated Chairman 3/4/13),Federal Trade Commission,FTC (http://www.ftc.gov),11/17/2009,,03-03-10,1,FALSE
"Brill, Julie Simone",Commissioner,Federal Trade Commission,FTC (http://www.ftc.gov),11/17/2009,,03-03-10,1,FALSE
"Zak, Leocadia Irine",Director,Trade and Development Agency,TDA (http://www.ustda.gov),11/16/2009,,03-10-10,1,FALSE
"Coscia, Anthony Rosario",Director,AMTRAK Board of Directors,AMTRAK (http://www.amtrak.com/servlet/ContentServer?c=Page&pagename=am%2FLayout&cid=1241245669142),11-10-09,,06/22/2010,1,FALSE
"Verkuil, Paul Robert",Chairman,Administrative Conference of the United States,ACUS (http://www.acus.gov),11-03-09,,03-03-10,1,FALSE
"Romo, Lawrence G.",Director,Selective Service System,SSS (http://www.sss.gov/default.htm),10/28/2009,,12-03-09,1,FALSE
"Sparks, Lillian Azalea",Commissioner of the Administration for Native Americans,Department of Health and Human Services,HHS (http://www.hhs.gov),10/22/2009,,03-03-10,1,FALSE
"Roberson, Jessie Mae",Member (Designated Vice Chair 6/24/10),Defense Nuclear Facilities Safety Board,DNFSB (http://www.dnfsb.gov),10/15/2009,,03/19/2010,1,FALSE
"Martin, Paul Kenneth",Inspector General,National Aeronautics and Space Administration,NASA (http://www.nasa.gov),10-01-09,,11/20/2009,1,FALSE
"Colvin, Carolyn Watts",Deputy Commissioner,Social Security Administration,SSA (http://www.ssa.gov),10-01-09,,12/22/2010,1,FALSE
"Alexander, Adele Logan",Member,National Council on the Humanities,NCH (http://www.neh.gov/whoweare/council.html),09/29/2009,,12/24/2009,1,FALSE
"King, Robert Ray","Special Envoy on North Korean Human Rights Issues, with the rank of Ambassador",Department of State,DOS (http://www.state.gov),09/25/2009,,11/20/2009,1,FALSE
"Lago, Marisa Louise",Assistant Secretary for International Markets and Development,Department of the Treasury,TREAS (http://www.treasury.gov),09/25/2009,,02-11-10,1,FALSE
"Lomellin, Carmen","Permanent Representative of the United States to the Organization of American States, with the rank of Ambassador",Department of State,DOS (http://www.state.gov),09/15/2009,,11/20/2009,1,FALSE
"Mayfield Jr., Irvin Marcus",Member,National Council on the Arts,NCA (http://www.nea.gov/about/NCA/About_NCA.html),09/15/2009,,02-11-10,1,FALSE
"Esquea, Jim R.",Assistant Secretary for Legislation,Department of Health and Human Services,HHS (http://www.hhs.gov),08-06-09,,06/22/2010,1,FALSE
"Michaels, David",Assistant Secretary for the Occupational Safety and Health Administration,Department of Labor,DOL (http://www.dol.gov),08-05-09,,12-03-09,1,FALSE
"Concannon, Kevin William","Member, Board of Directors",Commodity Credit Corporation,CCC (http://www.fsa.usda.gov/FSA/webapp?area=about&subject=landing&topic=sao-cc),07/31/2009,,09/29/2010,1,FALSE
"Avalos, Edward Mesa","Member, Board of Directors",Commodity Credit Corporation,CCC (http://www.fsa.usda.gov/FSA/webapp?area=about&subject=landing&topic=sao-cc),07/31/2009,,10-08-09,1,FALSE
"Grundmann, Susan Tsui",Chair,Merit Systems Protection Board,MSPB (http://www.mspb.gov),07/31/2009,,11-05-09,1,FALSE
"Grundmann, Susan Tsui",Member,Merit Systems Protection Board,MSPB (http://www.mspb.gov),07/31/2009,,11-05-09,1,FALSE
"Ferriero, David Sean",Archivist of the United States,National Archives and Records Administration,NARA (http://www.archives.gov),07/28/2009,,11-06-09,1,FALSE
"Spearman, Kenneth Albert",Member (Designated Chairman 3/13/2015),Farm Credit Administration Board,FCA (http://www.fca.gov/index.html),07/27/2009,,10-08-09,1,FALSE
"Krislov, Marvin",Member,National Council on the Humanities,NCH (http://www.neh.gov/whoweare/council.html),07/20/2009,,11-05-09,1,FALSE
"Pizarchik, Joseph","Director, Office of Surface Mining, Reclamation, and Enforcement",Department of the Interior,DOI (http://www.doi.gov),07/16/2009,,11-06-09,1,FALSE
"Jarvis, Jonathan Blake","Director, National Park Service",Department of the Interior,DOI (http://www.doi.gov),07/13/2009,,09/24/2009,1,FALSE
"Collins, Francis Sellers",Director of the National Institutes of Health,Department of Health and Human Services,HHS (http://www.hhs.gov),07-09-09,,08-07-09,1,FALSE
"Adorno, Rolena Klahn",Member,National Council on the Humanities,NCH (http://www.neh.gov/whoweare/council.html),07-09-09,,11-05-09,1,FALSE
"Kurland, Susan L.",Assistant Secretary for Aviation and International Affairs,Department of Transportation,DOT (http://www.dot.gov),07-07-09,,08-07-09,1,FALSE
"Gustafson, Peggy E.",Inspector General,Small Business Administration,SBA (http://www.sba.gov),07-06-09,,09/24/2009,1,FALSE
"Main, Joseph Albert",Assistant Secretary for Mine Safety and Health Administration,Department of Labor,DOL (http://www.dol.gov),07-06-09,,10/21/2009,1,FALSE
"Bolden, Charles",Administrator,National Aeronautics and Space Administration,NASA (http://www.nasa.gov),06/22/2009,,07/15/2009,1,FALSE
"Avalos, Edward Mesa",Under Secretary for Marketing and Regulatory Programs,Department of Agriculture,USDA (http://www.usda.gov),06/18/2009,,10-08-09,1,FALSE
"Lidinsky, Jr., Richard Anthony",Commissioner,Federal Maritime Commission,FMC (http://www.fmc.gov),06/18/2009,,07/24/2009,1,FALSE
"Murray, Ellen G.",Assistant Secretary for Resources and Technology,Department of Health and Human Services,HHS (http://www.hhs.gov),06-01-09,,02-11-10,1,FALSE
"Lurie, Nicole",Assistant Secretary for Preparedness and Response,Department of Health and Human Services,HHS (http://www.hhs.gov),06-01-09,,07-10-09,1,FALSE
"Gilmore, James Michael","Director, Operational Test and Evaluation",Department of Defense,DOD (http://www.defense.gov),06-01-09,,09/21/2009,1,FALSE
